UniqueCount	AmbigCount
32	0
55	0
39	0
36	0
56	0
27	0
44	0
0	0
47	13
28	0
62	0
13	0
163	0
35	0
33	0
21	0
4	0
20	0
46	0
12	0
37	0
35	0
0	0
36	0
3	0
20	0
121	0
26	0
63	0
18	0
38	0
51	0
64	0
105	0
8	0
13	0
21	0
51	0
17	0
46	0
112	0
62	0
12	0
53	0
19	0
20	0
41	0
60	0
34	0
60	0
24	0
18	0
0	0
8	0
9	0
28	0
5	0
17	0
2	0
0	0
41	0
70	0
32	0
8	0
4	0
15	0
28	8
15	0
58	0
59	0
14	0
142	0
0	0
101	0
13	6
49	0
14	0
218	0
22	0
176	0
45	4
0	0
45	0
141	0
52	0
3	0
40	0
35	0
20	0
51	5
63	0
48	0
9	0
37	0
43	0
0	0
17	0
8	0
61	5
24	0
92	0
22	4
0	0
97	0
26	0
9	0
36	0
37	0
32	0
72	0
65	0
0	0
15	0
21	0
12	0
21	0
29	0
33	0
42	0
11	0
31	0
17	0
157	0
41	0
39	0
0	0
51	0
12	0
70	0
19	0
15	0
4	0
30	0
28	0
58	0
26	3
47	0
40	0
5	0
23	0
19	0
15	0
61	0
17	0
11	0
23	0
51	0
4	0
57	0
42	0
58	0
0	0
51	13
9	0
29	0
24	0
38	0
0	0
68	0
10	0
13	0
4	0
19	0
18	0
1	0
36	0
19	0
29	7
0	0
0	0
16	0
116	0
1	0
19	0
58	0
34	0
30	0
23	0
45	0
9	0
7	0
8	0
0	0
3	0
3	0
0	0
43	0
63	0
39	0
47	0
38	0
33	8
50	0
73	0
13	0
66	0
125	0
6	0
43	0
9	0
65	0
27	0
23	0
10	0
0	0
2	0
120	0
0	0
0	0
7	0
11	0
36	0
41	0
16	0
50	0
73	0
211	0
10	0
0	2
63	0
38	0
33	0
24	8
21	0
9	0
48	0
38	0
7	0
59	0
287	6
38	0
52	0
84	0
9	0
37	0
48	0
32	0
39	8
3	0
20	0
16	0
31	8
28	0
22	0
10	0
50	0
403	0
0	0
13	0
43	0
55	10
24	0
18	0
28	0
82	0
14	0
56	9
66	0
19	0
33	8
22	0
34	0
11	3
51	6
27	0
53	0
15	0
40	0
75	2
34	0
75	0
68	0
52	2
12	0
38	0
25	0
34	0
72	0
13	0
79	0
22	0
61	0
23	7
7	0
7	0
64	0
26	0
30	1
5	0
34	0
13	0
20	0
35	0
12	0
36	0
28	0
60	0
66	0
13	1
130	0
13	0
0	0
21	0
0	0
1	0
14	0
34	0
107	0
30	0
26	0
30	0
44	0
20	0
37	0
9	0
7	0
15	0
20	0
172	19
25	0
17	0
34	0
9	0
0	0
91	3
13	0
13	0
47	0
13	0
25	0
22	4
27	4
25	0
4	0
50	0
17	0
57	0
5	0
18	0
103	5
16	0
1	0
44	0
0	6
22	0
73	0
101	0
48	0
2	0
17	0
19	0
10	0
0	0
53	0
18	0
120	0
5	0
0	0
3	0
47	0
16	0
21	0
34	4
7	0
48	0
32	0
25	0
19	0
23	0
9	0
1	0
55	8
21	0
6	0
2	8
13	0
43	0
0	0
5	0
7	0
20	0
20	0
89	0
29	0
32	0
23	0
27	0
18	0
4	0
43	0
20	0
11	0
10	0
15	0
33	0
36	0
3	0
80	0
17	0
14	0
56	0
31	0
20	0
8	0
48	0
39	0
21	0
56	0
54	0
15	0
36	0
12	0
13	0
9	0
23	0
23	0
30	0
5	0
3	0
4	0
7	0
20	0
107	0
38	0
63	11
18	0
19	0
11	0
20	0
23	0
86	0
59	0
0	0
33	0
14	0
90	2
1	0
5	0
31	0
40	0
6	5
3	0
26	0
18	0
0	0
18	0
52	0
40	0
18	0
42	0
0	0
17	0
1	0
52	0
13	0
10	0
126	1
31	0
32	0
12	0
7	0
33	0
71	0
0	0
27	0
18	0
31	0
8	0
12	0
4	0
4	0
11	0
8	0
3	10
5	0
14	0
168	0
20	0
40	0
28	0
52	0
4	0
20	0
12	0
32	0
36	0
27	0
86	0
19	0
1	1
8	0
20	0
36	8
38	2
11	0
20	0
13	0
53	0
39	0
10	0
3	0
0	0
10	0
0	0
14	0
31	0
0	0
28	0
76	0
1	0
31	0
6	0
0	0
16	0
55	0
21	4
49	0
0	0
58	3
26	0
26	0
