UniqueCount	AmbigCount
77	0
351	0
9	0
116	0
59	22
137	0
347	0
25	0
257	0
341	3
2	0
27	0
37	0
37	44
185	30
399	4
46	6
540	0
290	0
160	35
50	0
265	1
225	0
196	0
41	31
90	0
104	0
42	27
113	0
48	0
281	0
40	0
148	0
24	0
63	22
30	0
178	22
192	0
396	39
18	0
93	0
219	0
90	0
479	0
78	0
376	0
248	62
548	0
356	6
211	40
373	36
26	4
82	0
38	0
70	25
0	0
32	0
1	0
1114	38
177	0
83	0
59	0
106	0
147	0
545	0
163	0
51	0
463	0
0	0
258	0
119	0
143	0
559	69
67	0
77	19
222	0
108	0
385	9
104	17
76	0
44	37
335	0
41	0
268	18
20	5
358	8
86	0
569	0
304	0
38	0
0	0
47	0
375	0
220	36
105	33
37	0
103	28
94	0
676	32
33	0
28	0
317	72
167	49
39	0
187	0
72	21
51	0
3	0
1	0
15	0
313	0
489	0
1	0
616	0
178	8
349	0
253	0
597	0
76	0
366	0
335	2
311	0
75	0
160	0
87	0
203	0
268	0
45	29
181	0
487	48
30	0
11	0
50	2
167	0
356	0
166	0
101	3
353	0
141	0
778	0
362	0
270	41
27	0
127	0
92	0
213	0
65	29
317	0
62	0
155	0
166	29
131	0
18	0
121	0
159	0
213	0
284	0
549	0
87	0
142	0
197	0
0	1
86	0
216	0
61	46
1	0
67	11
28	0
195	36
5	24
328	0
311	0
275	0
46	0
38	0
8	1
203	0
50	0
65	10
320	0
60	0
173	0
281	0
21	0
87	26
46	8
320	0
99	0
314	0
452	27
53	0
226	0
160	0
258	0
190	0
160	0
162	0
734	0
162	0
87	0
587	8
252	0
251	0
213	47
121	0
394	0
50	0
129	0
61	0
377	2
82	0
79	0
451	39
413	18
298	0
140	0
28	0
558	44
18	3
293	89
236	0
204	0
492	0
446	0
152	0
29	0
360	0
8	0
226	0
325	0
315	0
173	3
46	0
415	23
53	0
95	0
131	0
450	0
93	0
111	1
1	0
275	0
69	0
287	0
84	0
414	0
337	0
2	0
205	9
221	0
258	0
243	0
175	0
221	0
193	0
0	0
267	17
267	0
70	3
268	0
130	0
336	0
