UniqueCount	AmbigCount
21	0
88	16
37	0
108	0
5	0
848	0
27	0
96	18
74	5
460	0
44	0
175	15
219	0
26	16
60	0
90	0
0	0
129	0
27	0
8	0
128	0
133	0
166	14
35	0
71	0
47	0
137	0
27	0
12	3
3	0
148	0
35	7
88	0
0	0
570	0
151	0
51	0
65	0
20	0
98	0
0	0
748	0
15	0
99	0
14	0
169	9
0	0
42	0
24	0
23	0
46	0
27	0
40	0
145	20
81	0
19	6
8	0
40	2
59	14
49	0
71	0
53	0
302	7
26	0
106	0
49	6
103	0
180	0
18	3
10	0
8	0
170	0
154	6
34	0
17	0
0	0
5	0
84	0
4	0
18	0
0	0
83	0
1	0
18	0
46	0
62	134
79	0
166	16
56	0
84	4
13	0
48	0
474	0
151	0
29	10
185	0
31	0
23	0
38	0
75	6
52	0
39	0
177	0
335	0
75	0
1	0
124	0
104	17
17	0
284	0
0	0
1965	0
9	0
10	0
84	0
36	0
90	0
345	0
76	6
27	0
151	0
181	2
118	10
1	0
0	0
15	0
248	0
33	0
88	0
94	0
37	0
65	0
3	0
37	0
29	15
20	19
116	0
137	0
26	0
46	0
14	3
17	0
79	0
66	0
39	13
7	0
112	0
0	0
0	0
291	1
464	9
124	0
1007	21
147	0
14	0
78	0
50	0
0	0
21	0
0	0
91	9
209	0
104	0
47	0
25	0
90	0
105	0
142	2
68	0
543	0
54	0
83	0
45	0
10	0
0	0
22	0
159	0
706	0
22	0
361	0
0	0
23	0
27	1
13	0
144	0
71	17
32	0
45	0
18	0
55	0
35	2
27	2
94	0
50	18
142	0
104	0
28	2
236	0
14	0
433	0
8	0
29	0
80	0
116	0
20	0
20	0
32	12
37	0
86	0
221	0
68	10
13	0
14	0
105	0
70	14
8	0
13	0
26	0
17	0
7	0
67	19
117	0
31	0
44	0
0	0
7	0
321	12
28	0
352	0
1	0
4	0
875	0
111	14
5	0
37	3
9	0
14	0
83	0
0	0
1534	125
122	0
211	0
1	0
61	0
28	0
