UniqueCount	AmbigCount
1154	7
685	0
4318	23
10	0
4198	0
1863	0
4685	0
2071	0
977	0
343	0
35	0
0	0
2037	165
579	0
3169	0
60	0
1554	26
839	0
640	0
9	188
702	0
334	46
631	241
2242	110
3349	127
1217	0
1767	0
280	0
1769	0
4241	0
2139	236
1374	0
8842	0
436	0
1021	0
1442	104
1384	0
1	0
3581	0
3460	0
450	0
70	0
420	0
5230	0
1267	494
677	0
2378	244
3740	224
88	0
998	0
505	0
376	0
666	0
687	0
6856	309
75	235
3286	300
399	0
1400	0
855	0
654	0
946	0
16	0
1368	0
3400	0
353	31
703	0
880	0
872	183
172	0
773	0
2601	0
0	74
822	0
2617	315
1073	8
4876	0
19210	123
3115	0
2217	0
1702	0
358	0
680	0
1640	26
840	0
403	0
0	0
8	0
3392	3
4046	0
2864	0
1829	0
969	0
180	185
467	0
228	0
3332	0
2055	81
59	0
381	5
1781	0
5	0
3227	132
118	50
9	0
1342	135
143	0
570	125
623	0
2947	287
4578	0
11	0
4559	0
245	0
791	133
1132	0
118	54
2276	0
24	183
3224	11
298	0
1085	38
1251	0
1483	0
392	0
1013	171
360	100
0	74
1001	6
10	5
436	0
3504	0
310	0
366	2
2287	0
670	0
3	0
5029	0
72	0
4537	449
1405	0
5	0
958	0
2129	0
1303	138
269	0
711	0
604	0
706	0
355	0
3	0
212	0
29	0
463	0
2054	39
1109	299
3366	0
4	0
244	135
1044	0
388	0
10	0
5587	0
2677	0
1068	0
0	0
381	144
2677	0
236	0
3266	0
286	0
1050	74
2182	218
2660	0
73	90
1867	0
5115	196
442	0
1143	0
411	0
899	0
1411	0
65	0
555	0
5061	0
5699	0
150	0
401	0
5616	0
353	0
4802	242
836	0
118	8
914	125
178	88
222	29
507	99
756	249
0	0
947	0
1727	4
139	0
10	0
1425	0
2127	0
149	4
19065	292
89	0
1469	540
1406	54
3095	0
582	3
1630	0
3	0
394	0
956	0
222	0
721	1
2555	0
1892	0
403	0
816	48
459	0
206	0
3459	0
87	0
249	49
842	0
3461	0
635	0
459	41
1766	0
354	275
862	0
6536	0
631	0
1920	0
436	0
650	0
210	0
1846	0
39	0
39	0
1165	0
264	219
805	0
881	0
0	0
2072	330
23	0
2	0
153	0
1999	130
2317	146
3772	282
2510	0
3277	0
629	0
2184	0
1217	0
30	19
830	158
307	250
1284	88
1965	388
504	155
929	0
8	0
345	0
1466	0
1093	0
482	0
2543	0
2201	6
1751	0
2418	0
313	0
1938	0
2912	0
1957	0
1746	200
389	0
1686	0
780	79
1933	0
0	0
3096	0
547	6
677	0
1810	0
35	0
0	0
439	0
128	0
364	0
1571	119
6	0
2249	0
651	0
192	0
545	64
1362	0
244	0
1069	0
1912	0
752	135
19	112
1775	0
334	385
5	0
1718	0
3141	0
2944	300
558	0
1730	0
758	0
409	0
1073	0
250	0
178	0
2962	0
281	0
1	0
256	1
3347	0
764	60
883	57
266	308
2296	0
2145	276
7	0
1	295
3844	0
2727	0
765	16
81	0
66	0
3136	166
31	0
466	0
383	0
1313	0
558	0
1	0
1877	0
482	0
1481	0
2063	164
5057	173
236	0
185	0
1724	128
152	0
1662	0
232	0
3	0
2147	143
903	239
1408	5
594	0
1834	0
2899	0
150	0
740	0
582	0
844	71
443	611
3948	0
128	0
2449	0
1526	172
634	0
1212	0
2220	511
0	0
298	0
53	0
693	0
952	0
1140	0
3038	0
1689	0
1249	3
601	0
1234	0
13	89
152	0
462	0
174	0
3438	299
2334	0
39	0
3042	0
2	0
83	0
1783	15
617	0
2156	0
0	0
988	267
871	62
4	0
185	0
766	5
1386	0
18	0
740	0
1454	0
206	0
1668	0
2398	0
254	0
1807	0
655	0
141	0
850	0
1046	0
2994	0
206	0
0	0
270	0
2059	88
504	0
1332	0
2096	243
313	0
227	82
926	0
124	0
1954	41
3062	0
917	0
1238	0
945	0
7223	203
1697	0
329	0
1526	0
2891	0
4239	0
2269	0
297	0
2986	0
672	102
3312	0
511	0
459	1
1506	0
702	0
706	0
341	0
814	0
422	0
436	0
5496	0
1037	0
7221	0
216	0
2901	0
3188	154
107	0
22	302
1693	0
517	191
848	0
591	0
2043	87
1226	0
7	5
1560	226
1564	0
526	0
2914	0
3812	0
567	31
1126	0
679	0
4118	0
4566	0
699	388
1687	0
2059	184
155	0
1247	0
4	0
432	0
849	0
936	136
1125	0
1797	0
608	73
1407	0
2697	173
2417	0
1135	0
