UniqueCount	AmbigCount
144	0
192	0
115	0
46	9
245	0
125	0
132	0
255	0
0	0
40	0
223	0
186	0
209	6
66	9
86	34
235	2
206	6
196	0
374	0
178	9
68	0
85	0
126	0
226	9
152	0
252	0
0	0
108	0
93	0
47	40
328	0
15	0
102	0
177	0
93	0
0	0
46	0
70	15
250	47
211	0
234	0
303	0
18	0
615	14
26	0
86	25
164	9
297	20
138	0
304	8
109	0
314	10
49	0
454	0
23	0
228	5
389	0
166	3
156	10
9	0
112	0
415	0
75	0
103	0
203	0
111	0
54	0
152	0
99	0
236	0
50	0
116	0
87	18
159	1
54	0
162	0
195	0
0	0
48	0
87	0
176	0
149	0
107	0
25	0
0	0
177	19
84	0
313	0
274	0
54	10
283	0
23	0
92	0
33	0
44	0
0	0
31	0
25	0
74	7
199	3
15	0
179	2
15	0
1020	0
0	0
62	0
125	14
164	0
29	0
21	0
322	0
3	0
1	0
4	0
115	4
0	0
203	26
5	0
214	35
296	0
4	0
65	0
264	20
22	39
276	13
110	0
285	0
155	0
109	0
25	0
141	0
224	0
86	0
10	5
31	0
89	20
209	0
51	0
54	0
0	0
146	15
97	18
58	0
125	0
3	0
46	0
81	0
177	0
243	0
108	0
0	0
13	0
190	0
5	0
299	0
58	0
103	0
450	18
257	0
69	0
183	0
106	0
92	45
188	0
98	39
2	1
5	0
139	0
22	0
48	0
19	0
156	7
189	0
25	13
37	0
95	0
48	0
96	0
191	0
388	0
146	0
51	0
5	0
2	0
2	0
169	1
105	0
123	0
92	5
7	0
33	0
91	0
81	9
191	0
204	25
168	0
9	0
7	0
142	0
138	4
107	7
1	0
49	13
474	0
82	0
111	0
110	0
243	25
33	0
41	0
221	0
264	20
29	10
26	0
102	6
115	0
13	0
15	0
146	12
210	0
304	5
5	22
108	0
134	0
51	0
45	0
48	0
38	6
23	0
165	0
31	0
7	0
0	0
166	0
159	16
270	0
117	0
65	0
156	0
11	0
0	0
343	0
246	46
23	21
41	0
80	26
68	8
142	2
0	0
108	0
119	15
131	0
181	17
14	0
44	0
134	0
253	0
50	5
81	0
90	0
58	0
77	0
39	11
53	0
0	0
20	17
116	0
260	0
89	6
238	0
1	0
299	0
69	0
190	18
75	19
26	0
100	0
132	0
0	0
121	9
125	0
0	0
3	0
33	0
87	0
180	1
65	0
74	0
27	0
94	0
116	0
798	0
0	0
0	0
94	0
108	0
23	0
0	0
48	5
50	9
126	0
