UniqueCount	AmbigCount
594	232
861	73
341	2
106	380
704	26
396	0
379	13
173	231
729	0
0	0
430	12
264	0
31	0
1084	0
560	0
371	2
800	113
682	0
4769	167
860	0
739	67
1984	0
435	0
19	0
2834	0
1066	0
1440	22
1478	21
1483	0
95	8
306	0
42	0
1	0
271	0
1216	113
2971	0
330	0
1955	0
287	12
1041	12
211	0
705	23
255	0
1140	0
14	0
560	0
0	0
0	0
200	0
267	39
904	22
467	21
546	2
759	0
147	0
1826	0
1904	0
212	0
704	0
274	0
301	0
1230	0
524	0
371	0
367	0
133	833
1203	0
0	0
598	0
1022	0
1	0
612	74
2254	157
570	0
1685	58
210	64
843	23
1491	374
1488	0
1	0
429	0
664	0
648	7
125	0
1178	0
888	0
2113	0
802	0
824	0
165	148
32	0
232	0
1271	3
343	1
520	0
1	0
1	0
53	25
2070	8
86	0
2	0
0	0
1883	3
1249	0
495	111
781	0
423	0
51	0
0	0
19	0
973	0
56	0
845	0
1586	0
582	0
360	0
1961	0
369	1
0	0
0	0
428	0
45	0
248	0
0	17
327	7
100	7
134	46
389	0
569	0
608	83
1323	99
0	0
685	0
1013	0
0	0
942	0
1649	0
427	111
1020	0
2542	0
409	0
654	0
1258	6
276	13
16	0
549	0
1424	35
18	0
866	19
310	0
0	0
52	0
2422	0
674	0
1280	30
0	0
276	0
0	0
1761	4
3	0
1230	0
735	0
375	69
540	0
10	0
390	0
684	0
539	25
67	0
410	0
195	0
1251	0
62	31
177	0
287	166
1160	0
1068	0
215	58
144	18
1095	0
393	0
287	0
1204	0
564	36
1190	20
624	0
1158	23
500	0
175	31
4	0
243	0
3	0
302	24
218	0
163	0
1134	0
913	5
204	0
869	0
18	0
1527	26
357	0
4	0
124	8
63	0
239	0
1181	0
2385	129
349	25
675	0
398	36
398	4
9	0
2505	0
740	0
0	0
909	0
0	0
798	0
0	0
759	0
70	0
769	0
505	0
925	0
1252	39
1943	0
1114	0
318	0
0	0
1126	0
426	0
803	0
300	4
487	0
876	0
1755	108
554	199
1117	16
419	323
1022	0
306	0
232	0
5	44
180	0
371	0
89	0
557	0
238	0
0	0
1	0
934	0
1016	2
258	81
1146	10
266	0
41	0
645	0
0	0
1124	0
733	82
1700	4
742	0
288	0
13	0
302	0
659	0
957	0
1364	0
1835	0
921	123
1177	0
656	110
221	0
601	0
637	0
294	0
234	0
1307	0
1271	0
1258	0
1086	0
1833	135
603	38
37	0
95	0
1961	187
328	0
69	0
2	0
996	0
304	0
423	0
750	0
278	0
584	119
622	1
1160	107
602	0
6	0
881	15
1052	0
1015	0
447	0
474	5
31	0
1626	19
1397	0
2374	277
283	0
410	0
1361	0
2121	0
784	0
1102	0
786	34
135	0
410	0
410	29
1512	0
0	0
755	0
0	0
1353	0
14	0
722	161
413	110
625	145
211	0
24	0
631	0
639	13
193	0
1699	0
547	0
283	0
1047	191
222	35
3095	0
65	32
4	0
29	0
523	185
374	0
1194	0
58	0
354	0
946	0
783	0
241	0
39	0
1051	0
1	0
738	0
939	0
530	0
1438	0
312	85
763	11
5	0
1613	26
0	0
332	0
576	4
216	0
0	0
871	0
1	0
1136	0
250	0
263	0
166	0
2373	0
208	38
195	0
1732	0
316	0
222	0
1377	0
287	6
132	0
289	0
922	0
643	119
210	10
292	0
68	3
1	0
1482	245
1783	140
706	1438
570	152
59	13
742	0
203	33
714	0
1	0
0	0
1145	83
707	79
1862	19
1054	0
1122	0
376	0
1325	0
198	0
344	0
0	0
851	141
1	0
757	0
377	0
1506	15
244	0
321	0
907	37
360	7
63	0
1361	0
734	0
539	0
86	0
0	0
596	85
462	100
409	239
1151	137
655	0
1476	114
79	0
190	33
878	143
187	0
698	0
797	19
321	0
352	0
58	0
145	0
299	166
280	0
9	0
386	85
0	0
1049	0
2209	0
0	0
193	32
0	0
15	0
254	0
166	30
222	31
488	0
1345	0
250	0
1469	0
1156	95
684	81
26	0
1088	225
4	0
694	0
865	0
845	0
0	0
2444	0
1783	92
0	17
359	0
160	0
701	0
233	0
4491	0
149	0
76	14
317	0
899	0
2326	0
273	0
10	0
405	0
0	0
519	9
1	0
0	0
178	0
388	21
9	0
21	0
253	0
876	10
264	0
2150	17
585	0
0	0
1766	75
1296	0
735	41
0	8
713	0
0	0
163	0
14	19
1292	0
300	215
531	3
610	92
10	0
455	0
860	138
0	0
400	0
1884	119
912	2
16	0
395	101
176	20
146	36
0	0
1407	0
615	0
328	37
758	0
56	0
0	0
1526	14
203	0
574	29
0	0
646	96
842	0
1	0
344	0
1321	0
256	15
693	109
1	0
237	0
0	0
747	6
