UniqueCount	AmbigCount
11	7
22	0
72	0
91	0
25	0
2	0
8	0
109	0
43	0
25	0
15	0
31	0
95	0
210	0
22	0
261	0
13	0
0	0
21	0
152	3
43	0
37	0
48	0
148	2
46	13
31	27
101	0
69	0
24	0
35	2
62	0
57	0
44	0
159	11
35	0
50	0
51	0
11	0
11	6
99	0
74	0
32	0
84	0
54	0
0	0
41	0
7	0
53	17
37	9
38	0
136	9
56	0
70	0
63	3
56	0
99	0
100	0
69	0
13	0
14	0
32	0
21	0
77	0
6	0
21	0
14	0
44	0
28	0
27	0
41	0
79	0
28	0
18	0
39	0
29	8
44	0
18	5
74	0
189	0
33	0
115	0
65	0
63	0
56	0
65	0
9	0
12	0
90	9
29	0
79	0
37	0
2	0
13	0
21	3
349	0
111	0
82	0
36	0
199	0
35	0
33	0
42	0
47	0
41	0
17	0
29	0
12	0
43	0
144	0
66	0
56	0
25	9
29	0
95	0
102	0
61	6
38	0
11	0
69	0
48	22
32	0
40	0
46	0
31	0
94	0
2	0
20	0
45	0
12	0
31	0
27	0
72	11
104	0
147	0
107	0
31	0
68	0
100	0
93	0
18	0
56	0
42	0
1	0
12	0
41	0
13	0
20	0
32	0
141	0
127	0
8	0
48	0
53	0
11	0
19	0
3	0
29	0
139	5
216	0
135	0
8	0
30	0
15	10
1024	0
0	0
74	0
0	0
23	0
44	0
30	0
27	0
81	0
6	0
31	0
58	0
49	2
3	0
1	0
31	0
33	0
17	0
22	0
431	0
51	19
187	3
114	0
20	0
10	2
46	0
8	0
33	0
76	4
20	0
14	0
68	0
40	0
11	0
38	0
46	0
34	0
10	0
19	0
63	0
32	0
113	0
84	0
67	13
172	0
26	0
55	0
97	0
16	0
15	3
97	5
10	0
74	0
38	0
19	0
71	0
45	0
24	0
106	0
10	0
30	0
222	0
90	0
95	0
46	0
118	0
8	1
74	0
22	0
51	3
93	0
6	0
16	0
41	0
80	0
111	0
0	0
51	0
56	5
0	0
30	0
10	0
106	2
50	0
24	0
32	0
0	0
21	0
41	0
30	0
23	0
0	0
13	0
84	0
37	0
19	0
38	0
26	0
29	0
26	0
102	0
88	0
38	1
18	0
1	0
25	0
10	0
25	0
119	0
127	0
29	0
0	0
30	2
45	0
220	0
20	0
17	0
13	4
25	0
1	0
19	2
73	0
38	0
224	11
142	0
88	0
139	0
172	0
54	0
20	0
0	0
101	0
15	0
84	0
46	0
17	2
18	0
95	0
30	0
56	0
27	0
25	0
64	0
72	0
14	6
48	0
21	0
7	0
52	0
140	0
0	0
21	0
77	0
25	0
45	0
26	0
133	0
17	0
28	0
4	0
89	14
13	0
50	0
32	0
13	0
87	0
60	0
26	0
31	0
43	0
47	0
14	0
17	0
117	0
12	0
68	0
36	17
24	3
47	0
95	8
49	9
44	1
1	0
59	0
0	0
30	0
8	0
91	0
23	0
22	0
17	0
33	0
26	7
16	0
19	0
59	0
40	0
144	0
17	1
61	0
28	0
77	0
83	0
68	0
75	0
29	0
17	0
79	3
69	1
36	0
6	0
75	0
8	6
6	0
14	0
54	0
38	0
37	0
62	0
43	0
45	0
47	0
93	0
60	0
54	0
0	0
88	14
46	0
21	0
37	0
0	0
24	0
30	0
35	0
22	0
16	0
91	0
18	0
25	0
37	0
30	0
45	5
61	0
28	20
78	0
58	12
12	0
33	0
70	0
23	0
7	0
76	0
17	3
11	0
122	0
59	6
0	0
52	0
37	0
6	0
62	0
11	0
53	0
42	0
16	0
124	0
14	0
35	14
0	0
53	0
56	0
15	0
30	0
31	0
111	0
54	0
13	2
17	3
15	3
2	0
89	0
38	0
15	0
37	0
79	0
27	0
50	0
124	0
14	0
0	0
19	0
32	0
12	3
18	0
18	0
